// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).
0,12259,1
0,12622,450
0,2576,550
0,12221,1
0,6635,10

0,4582,5
0,4583,5
0,4584,5
0,4585,5
0,4586,5
0,4587,5
0,4588,5
0,4589,5
0,4590,5
0,4591,5
0,4592,5
0,4452,10
//0,26005,30
0,4130,30
0,4430,30
0,4528,50
0,4529,50
0,4145,50
0,4142,50
0,4147,50
0,4159,50
0,4608,50
0,4609,50
0,4610,50
0,4123,50
0,4128,50
0,4121,50
0,4131,50
0,4148,50
0,4146,50
0,4135,50
0,4143,50
0,4241,50
0,4276,50
0,4132,50
0,4168,50
0,4169,50
0,4318,50
0,4317,50
0,4324,50
0,4445,50
0,4399,50
0,4305,50
0,4276,50




1,19650,100
1,19537,100
1,19587,100
1,19935,100
1,19917,100
1,19938,100
1,19976,550
1,19903,350
1,19919,350
1,19918,150
1,19920,150
1,19961,100
1,19962,100
1,19963,100
1,19964,100
1,19965,100
1,19966,100
1,19967,100
1,19968,100
1,19969,100
1,19970,100
1,19971,100
1,19972,100
1,19973,100
1,19513,100
1,19551,100
1,19830,100
1,19516,100
1,20034,100
1,18743,100
1,19576,100
1,20067,100
1,20737,100
1,19518,100
1,19519,100
1,19520,100
1,19517,100
1,18612,300
1,5420,300
1,5421,300
1,5372,300
1,18637,300
1,18508,300
1,18528,300
1,18845,300
1,18859,300
1,18555,300
1,18563,300
1,18593,300
1,18574,300
1,5471,300
1,5801,300
1,18666,300
1,5359,150
1,5469,150
1,18895,150
1,5766,150
1,5738,150
1,5505,150
1,5375,150
1,5210,150
1,18522,150
1,18597,150
1,5363,150
1,5375,150
1,18503,50
1,18505,50
1,18520,50
1,18521,50
1,18525,50
1,18527,50
1,18591,50
1,18530,50
1,18546,50
1,18600,50
1,18601,50
1,18618,50
1,18619,50
1,18629,50
1,18631,50
1,18649,50
1,18660,50
1,18708,50
1,18713,50
1,18730,50
1,18841,50
1,18596,50
1,18553,50
1,5776,50
1,5531,50
1,5447,50
1,5325,50
1,5305,50
1,5379,50
1,5658,50
1,5314,50
1,5273,50
1,5151,50
1,5211,50
1,5405,50
1,5557,50
1,5315,50
1,5428,50
1,5304,50
1,5389,50
1,5312,50
1,5376,50
1,5376,50
1,5511,50
1,5333,50
1,5355,50
1,5610,50
1,18538,50
1,5377,50
1,5208,50
1,5382,50
1,5463,50
1,5800,50
1,18536,50
1,5360,50
1,5361,50
1,5475,50
1,5314,50
1,5393,50
1,5403,50
1,5286,50
1,20727,50

1,18742,100
1,18744,100
1,19502,50
1,19503,50
1,19504,50
1,19505,50
1,19506,50
1,19507,50
1,19508,50
1,19509,50
1,19510,50
1,19511,50
1,19512,50
1,19513,50
1,19514,50
1,19515,50
1,19516,50
1,19517,50
1,19518,50
1,19519,50
1,19520,50
1,19521,50
1,19522,50
1,19523,50
1,19524,50
1,19525,50
1,19526,50
1,19527,50
1,19528,50
1,19529,50
1,19530,50
1,19531,50
1,19532,50
1,19533,50
1,19534,50
1,19535,50
1,19536,50
1,19537,50
1,19538,50
1,19539,50
1,19540,50
1,19541,50
1,19542,50
1,19543,50
1,19544,50
1,19545,50
1,19546,50
1,19547,50
1,19549,50
1,19550,50
1,19551,50
1,19552,50
1,19553,50
1,19573,50
1,19574,50
1,19587,50
1,19655,50
1,19707,50


2,18740,300
2,18828,300
2,12391,10
2,12403,10
2,12416,10
2,12493,10
2,12545,10

3,13953,25
3,14132,25
3,12946,25
3,14124,25
3,13505,25
3,13509,25
3,13508,25
3,12662,1
3,12658,1
3,12664,1
3,12661,1
3,12660,1
3,12663,1
3,12659,1

4,2573,150
4,2589,550
4,2576,550
4,2168,550
4,13110,1400
4,13176,1400
4,13177,1400
4,1426,1400
4,1382,1400
4,13307,1400
4,13178,1400
4,13417,1400
4,13042,1400
4,13179,1400
4,1927,1400
4,13418,1400
4,1743,1400
4,1282,1400
4,1486,1400
4,1981,1400
4,1546,1400
4,1577,1400
4,1640,1400
4,1281,1400
4,1826,1400
4,1187,1400
4,1310,1400
4,1641,1400
4,2002,1400
4,1827,1400
4,13416,1400

4,2829,50
4,1292,50
4,1394,50
4,1491,50
4,1585,50
4,2015,50
4,13071,50
4,13115,50
4,13316,50
4,16019,50
4,18112,50
4,21000,50
4,15015,50
4,2460,50
4,2150,50
4,15016,50
4,2828,50
4,15021,50
4,2461,50
4,2149,50
4,2561,50
4,15020,50
4,2563,50
4,2562,50
4,15017,50
4,2151,50
4,2459,50
4,15019,50
4,15018,50

4,1166,50
4,2527,50
4,1284,50
4,1285,50
4,2892,50
4,1420,50
4,2115,50
4,2133,50
4,1421,50
4,1422,50
4,1428,50
4,2433,50
4,2153,50
4,1472,50
4,2677,50
4,2711,50
4,1473,50
4,1474,50
4,1477,50
4,2527,50
4,2700,50
4,1479,50
4,1535,50
4,4361,50
4,1572,50
4,2716,50
4,2717,50
4,1573,50
4,2334,50
4,2372,50
4,1615,50
4,1616,50
4,2515,50
4,1618,50
4,2509,50
4,2535,50
4,1620,50
4,1629,50
4,5045,50
4,1631,50
4,2129,50
4,1636,50
4,1657,50
4,2471,50
4,2569,50
4,15029,50
4,1660,50
4,1718,50
4,1774,50
4,1723,50
4,1726,50
4,1774,50
4,1730,50
4,1752,50
4,1731,50
4,1754,50
4,1732,50
4,1756,50
4,1733,50
4,1755,50
4,1734,50
4,1753,50
4,1741,50
4,2748,50
4,1746,50
4,1773,50
4,1775,50
4,18114,50
4,1776,50
4,2001,50
4,2677,50
4,2007,50
4,2467,50
4,2859,50
4,15025,50
4,2008,50
4,2468,50
4,2860,50
4,15026,50
4,2009,50
4,2469,50
4,2861,50
4,15027,50
4,2010,50
4,2470,50
4,2862,50
4,15028,50
4,2011,50
4,2012,50
4,2013,50
4,2014,50
4,2109,50
4,2717,50
4,2239,50
4,2123,50
4,2701,50
4,2124,50
4,2702,50
4,2135,50
4,2426,50
4,2137,50
4,2353,50
4,5124,50
4,2169,50
4,2491,50
4,2590,50
4,15051,50
4,2171,50
4,15053,50
4,15056,50
4,2173,50
4,15055,50
4,2278,50
4,18527,50
4,2286,50
4,18539,50
4,2312,50
4,2656,50
4,2313,50
4,2337,50
4,2654,50
4,2339,50
4,2522,50
4,2523,50
4,2353,50
4,2417,50
4,2516,50
4,2418,50
4,2517,50
4,2123,50
4,5493,50
4,2354,50
4,2419,50
4,2520,50
4,5128,50
4,2358,50
4,5153,50
4,2359,50
4,2371,50
4,2522,50
4,2523,50
4,2374,50
4,2729,50
4,2375,50
4,2376,50
4,2435,50
4,2538,50
4,2377,50
4,2378,50
4,2379,50
4,2380,50
4,2381,50
4,2382,50
4,2437,50
4,2540,50
4,2539,50
4,2387,50
4,2440,50
4,2744,50
4,2390,50
4,2749,50
4,2394,50
4,2444,50
4,2549,50
4,2399,50
4,2553,50
4,2408,50
4,2655,50
4,2424,50
4,2528,50
4,2425,50
4,2529,50
4,2530,50
4,2551,50
4,2433,50
4,2537,50
4,2434,50
4,2529,50
4,2530,50
4,2551,50
4,2546,50
4,2441,50
4,2472,50
4,2570,50
4,15030,50
4,16013,50
4,16018,50
4,2475,50
4,2574,50
4,2883,50
4,15036,50
4,15037,50
4,15038,50
4,15039,50
4,15042,50
4,15043,50
4,2476,50
4,2575,50
4,2884,50
4,2477,50
4,2577,50
4,2886,50
4,2478,50
4,2578,50
4,2887,50
4,2479,50
4,2580,50
4,2590,50
4,2480,50
4,2581,50
4,2891,50
4,2483,50
4,2586,50
4,15046,50
4,2484,50
4,2587,50
4,15047,50
4,2485,50
4,15048,50
